61.0,61.0,44.382,44.382,121.0,121.0
4
//This is a model file generated by the project "RobloxXMLTest". The first two indices represent:
//center position offset, which ceneters the model properly;
//scale, which determines how many studs make 100 pixels.
//These are comments.
-43.024,20.892,-29.273,1.5186,-0.077,-0.0913,1.2,32.6,1.2,194
-23.824,19.792,-15.673,1.056,-0.034,-1.5061,1.2,32.6,1.2,194
-44.656,8.999,-22.235,0.3907,-0.1705,1.4816,36.0,10.8,9.0,194
-3.969,20.172,-14.787,1.5708,0.2618,1.309,6.0,0.5,1.0,217
-5.835,19.672,-14.269,1.5708,0.2618,1.309,6.0,0.5,1.0,217
-3.212,20.375,-15.722,1.5708,0.2618,1.309,6.0,0.5,1.0,217
-4.977,19.902,-14.818,1.5708,0.2618,1.309,6.0,0.5,1.0,217
-1.95,20.713,-14.519,1.5708,0.2618,1.309,6.0,0.5,1.0,217
-0.477,21.004,-16.443,1.5708,0.2618,1.309,6.0,0.5,1.0,217
2.55,21.815,-16.144,1.5708,0.2618,1.309,6.0,0.5,1.0,217
0.531,21.274,-16.412,1.5708,0.2618,1.309,6.0,0.5,1.0,217
1.289,21.477,-17.347,1.5708,0.2618,1.309,6.0,0.5,1.0,217
-1.334,20.774,-15.894,1.5708,0.2618,1.309,6.0,0.5,1.0,217
-21.811,13.152,-58.358,2.9787,0.5403,3.1255,7.12,0.4,1.0,192
-21.962,13.806,-55.966,0.0873,0.0,-0.0873,9.0,0.4,1.0,192
-22.049,13.417,-55.93,2.8767,0.6605,-2.8623,9.0,0.4,1.0,192
-22.6,13.687,-58.834,-2.9691,-0.8619,-2.5259,5.34,0.4,1.0,192
-22.372,14.225,-56.176,1.6581,1.4836,-1.4674,7.12,0.4,1.0,192
-16.418,6.68,-47.288,-3.1416,0.6773,-2.9466,6.0,0.4,1.0,192
-15.909,9.664,-49.261,2.9466,0.4891,-2.4333,10.0,0.4,1.0,192
-12.879,4.608,-44.03,2.0979,-0.5591,-2.1234,10.0,0.4,1.0,192
3.155,21.978,-17.864,1.5708,0.2618,1.309,6.0,0.5,1.0,217
6.105,22.768,-18.062,1.5708,0.2618,1.309,6.0,0.5,1.0,217
4.266,22.275,-17.241,1.5708,0.2618,1.309,6.0,0.5,1.0,217
5.199,22.525,-17.5,1.5708,0.2618,1.309,6.0,0.5,1.0,217
-26.7,6.357,-69.547,1.309,0.0,1.5708,6.0,6.0,6.0,194
-7.838,6.282,-46.437,0.0,1.4442,-3.1416,1.0,12.0,1.0,192
-9.041,2.68,-49.987,-3.1416,-1.1553,-0.5651,4.0,0.4,1.0,192
-10.978,6.829,-54.052,-2.515,0.6224,2.9628,6.0,0.4,1.0,192
-8.867,3.865,-52.209,-0.6753,0.7705,2.0796,6.0,0.4,1.0,192
-9.769,2.981,-45.334,-0.1102,-0.4064,2.2659,10.0,0.4,1.0,192
8.928,23.524,-18.741,1.5708,0.2618,1.309,6.0,0.5,1.0,217
10.794,24.024,-19.259,1.5708,0.2618,1.309,6.0,0.5,1.0,217
7.355,23.103,-20.375,1.5708,0.2618,1.309,0.5,30.7,1.2,194
8.001,23.276,-18.277,1.5708,0.2618,1.309,6.0,0.5,1.0,217
9.787,23.754,-19.29,1.5708,0.2618,1.309,6.0,0.5,1.0,217
7.068,23.026,-18.018,1.5708,0.2618,1.309,6.0,0.5,1.0,217
7.93,23.257,-16.031,1.5708,0.2618,1.309,0.5,29.5,1.2,194
-20.7,6.101,-69.877,1.309,0.0,1.5708,6.0,6.0,6.0,194
-21.393,2.344,-67.256,0.0537,-0.7005,1.6309,8.0,10.8,9.0,194
-23.7,3.038,-71.034,1.309,0.0,1.5708,9.0,9.0,9.0,194
-20.798,1.509,-72.567,-1.0054,-0.5148,0.727,6.0,8.0,8.0,194
-28.01,-8.566,-77.871,-0.3262,1.295,-2.827,86.0,61.0,15.0,194
0.098,12.782,-45.428,0.0,1.4442,-3.1416,1.0,1.0,15.0,192
-4.971,11.882,-53.129,0.0,-0.1266,0.0,1.0,0.8,15.0,192
-6.954,12.782,-53.382,0.0,1.4442,-3.1416,17.0,1.0,1.0,192
0.098,0.682,-45.428,0.0,1.4442,0.0,1.0,0.8,15.0,192
-4.971,1.482,-53.129,0.0,-0.1266,0.0,1.0,0.8,15.0,192
14.53,25.025,-20.088,1.5708,0.2618,1.309,6.0,0.5,1.0,217
11.552,24.227,-20.194,1.5708,0.2618,1.309,6.0,0.5,1.0,217
12.813,24.565,-18.991,1.5708,0.2618,1.309,6.0,0.5,1.0,217
13.418,24.728,-20.711,1.5708,0.2618,1.309,6.0,0.5,1.0,217
-25.3,28.779,-86.5,-3.1416,0.0,-3.1416,12.0,15.0,2.0,1001
-27.76,-12.82,-49.266,-3.1416,-0.8726,0.0,31.8,52.4,16.2,194
-18.5,1.475,-70.184,1.8288,0.1685,1.6164,7.0,7.0,7.0,194
-15.981,-0.943,-72.241,-0.6281,-1.0051,0.8066,6.0,8.0,8.0,194
-6.0,6.28,-64.0,0.0,1.5708,0.0,1.0,12.0,1.0,192
1.865,12.782,-59.315,0.0,1.4442,-3.1416,1.0,1.0,15.0,192
8.033,6.282,-44.417,0.0,1.4442,-3.1416,1.0,12.0,1.0,192
1.865,0.682,-59.315,-3.1416,-1.4442,-3.1416,1.0,0.8,15.0,192
-6.0,12.78,-71.0,0.0,1.5708,0.0,17.0,1.0,1.0,192
6.934,1.482,-51.614,0.0,-0.1266,0.0,1.0,0.8,15.0,192
-6.07,6.282,-60.326,0.0,1.4442,-3.1416,1.0,12.0,1.0,192
19.385,26.316,-21.072,1.5708,0.2618,1.309,6.0,0.5,1.0,217
21.254,26.817,-21.59,1.5708,0.2618,1.309,6.0,0.5,1.0,217
26.927,20.511,-13.554,0.9797,-1.1225,0.1361,11.0,0.4,6.0,199
20.291,26.559,-21.633,1.5708,0.2618,1.309,6.0,0.5,1.0,217
27.712,19.657,-12.366,0.6056,0.8196,-1.0123,1.0,0.8,9.0,192
17.331,25.776,-20.865,1.5708,0.2618,1.309,6.0,0.5,1.0,217
15.462,25.275,-20.347,1.5708,0.2618,1.309,6.0,0.5,1.0,217
25.15,19.98,-12.927,0.8047,0.2601,-0.4331,1.0,0.8,15.0,192
28.807,16.809,-9.501,0.6134,0.3238,0.2147,5.0,0.8,1.0,192
18.264,26.026,-21.124,1.5708,0.2618,1.309,6.0,0.5,1.0,217
16.368,25.518,-20.908,1.5708,0.2618,1.309,6.0,0.5,1.0,217
-4.0,1.48,-71.0,0.0,0.0,0.0,1.0,0.8,15.0,192
-25.3,28.779,-88.5,-3.1416,0.0,-3.1416,12.0,15.0,2.0,102
-25.3,39.78,-88.5,-3.1416,0.0,-3.1416,12.0,3.0,10.0,102
-25.3,37.479,-93.5,-3.1416,0.0,-3.1416,12.0,2.4,20.0,1001
-25.3,39.579,-88.5,-2.8798,0.0,-3.1416,12.0,1.0,10.0,1001
-25.3,28.779,-100.5,-3.1416,0.0,-3.1416,12.0,15.0,2.0,1001
-25.3,40.979,-93.5,-3.1416,0.0,-3.1416,12.0,0.8,0.8,1001
-25.3,28.779,-98.5,-3.1416,0.0,-3.1416,12.0,15.0,2.0,102
-25.3,34.279,-93.5,-3.1416,0.0,-3.1416,12.0,4.0,12.0,102
-25.3,31.679,-89.7,-0.7854,0.0,0.0,12.0,4.0,2.0,102
-25.3,31.68,-97.5,-2.3562,0.0,0.0,12.0,4.0,2.0,102
-25.3,39.779,-98.5,0.0,0.0,0.0,12.0,3.0,10.0,102
-25.3,39.579,-98.5,2.8798,0.0,-3.1416,12.0,1.0,10.0,1001
-19.0,19.78,-93.5,-3.1416,0.0,-3.1416,1.0,1.0,10.0,153
-18.0,17.78,-93.5,-3.1416,0.0,-3.1416,3.0,1.0,10.0,153
-18.5,18.78,-93.5,-3.1416,0.0,-3.1416,2.0,1.0,10.0,153
-16.967,-0.777,-77.551,0.2962,-1.0422,1.6121,6.0,8.0,9.0,194
-16.299,1.081,-87.089,2.967,-0.5236,-1.5708,5.0,13.2,11.0,194
-9.457,-19.913,-73.17,-0.0855,-0.6514,-0.0913,37.6,33.6,49.0,194
-4.0,11.88,-71.0,0.0,0.0,0.0,1.0,0.8,15.0,192
8.917,12.782,-51.362,0.0,1.4442,-3.1416,17.0,1.0,1.0,192
6.934,11.882,-51.614,0.0,-0.1266,0.0,1.0,0.8,15.0,192
2.0,12.78,-64.0,0.0,1.5708,0.0,1.0,1.0,15.0,192
-7.497,-2.181,-13.594,0.0011,0.4498,1.571,50.0,9.0,9.0,194
31.055,13.314,-5.944,0.4897,-0.4763,-0.0558,11.0,0.8,1.0,192
30.906,13.712,-7.097,0.8925,-1.1225,0.1361,11.0,0.4,5.0,199
31.944,16.029,-8.621,0.7906,0.5062,-0.4363,1.0,0.8,29.0,192
2.0,0.68,-64.0,0.0,1.5708,0.0,1.0,0.8,15.0,192
-6.0,6.28,-78.0,0.0,1.5708,0.0,1.0,12.0,1.0,192
-17.5,16.78,-93.5,-3.1416,0.0,-3.1416,4.0,1.0,10.0,153
-17.0,15.78,-93.5,-3.1416,0.0,-3.1416,5.0,1.0,10.0,153
-15.5,12.78,-93.5,-3.1416,0.0,-3.1416,8.0,1.0,10.0,153
-16.0,13.78,-93.5,-3.1416,0.0,-3.1416,7.0,1.0,10.0,153
-16.5,14.78,-93.5,-3.1416,0.0,-3.1416,6.0,1.0,10.0,153
-15.0,11.78,-93.5,-3.1416,0.0,-3.1416,9.0,1.0,10.0,153
-14.5,10.78,-93.5,-3.1416,0.0,-3.1416,10.0,1.0,10.0,153
-45.418,-19.52,-20.007,-3.1416,-1.1344,0.0,46.8,39.0,15.4,194
9.801,6.282,-58.306,0.0,1.4442,-3.1416,1.0,12.0,1.0,192
-9.908,15.387,-88.0,-1.5708,-0.7854,-1.5708,1.0,1.0,27.0,1001
-10.0,14.78,-88.0,0.0,-1.5708,0.0,1.0,19.0,19.0,194
-9.5,2.78,-88.0,0.0,-1.5708,0.0,1.0,5.0,20.0,194
-14.0,9.78,-93.5,-3.1416,0.0,-3.1416,11.0,1.0,10.0,153
-13.5,8.78,-93.5,-3.1416,0.0,-3.1416,12.0,1.0,10.0,153
-13.0,7.78,-93.5,-3.1416,0.0,-3.1416,13.0,1.0,10.0,153
-12.5,6.78,-93.5,-3.1416,0.0,-3.1416,14.0,1.0,10.0,153
-12.0,5.78,-93.5,-3.1416,0.0,-3.1416,15.0,1.0,10.0,153
-11.5,4.78,-93.5,-3.1416,0.0,-3.1416,16.0,1.0,10.0,153
-9.5,0.78,-93.5,-3.1416,0.0,-3.1416,20.0,1.0,10.0,153
-10.0,1.78,-93.5,-3.1416,0.0,-3.1416,19.0,1.0,10.0,153
